"Current ISBN-13 Complete"	"Ausgabennr."	"Current Project No"	"Description"	"Notification No"	"No_ Series"	"Serial Nos_"	"Series Code"	"Current Print Run No"	"Edition Group"	"Genre Code"	"Imprint Code"	"Item Disc Group "	"Item Type Code"	"Publication Date Edition"
"9783666359774"	"1033579"	"P1034567"	"Industrialisierung und Außenpolitik"	"LIEFER"	""	""	"388"	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"12.04.1977"
"9783525256510"	"113572"	"113572"	"Die schöne Helena"	"LIEFER"	""	""	"153"	"1"	"7100"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"12.01.2000"
"9783525521519"	"102880"	"102880"	"Theologie des Neuen Testaments"	"LIEFER"	""	""	""	"3"	"5200"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.04.1980"
"9783737097970"	"1038058"	"P1039475"	"Die freie Entwicklung innerlicher Kraft"	"LIEFER"	""	""	""	"1"	"U6000"	"GEIST"	"UNIPRESSP"	"U230"	"E-BOOK"	"24.10.2012"
"9783666623592"	"1034606"	"P1035594"	"Die gottesdienstliche Trauansprache"	"LIEFER"	""	""	"023"	"1"	"6700"	"PRAKT.THEO"	"VRP"	"231"	"E-BOOK"	"12.08.1999"
"9783666458347"	"1038059"	"P1039477"	"Geschichte der Individualpsychologie"	"LIEFER"	""	""	""	"2"	"4070"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"12.11.1998"
"9783666359675"	"1033570"	"P1034558"	"Politische Agrarbewegungen in kapitalistischen Ind"	"LIEFER"	""	""	"388"	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"12.01.1976"
"9783525821169"	"105378"	"105378"	"Briefwechsel zwischen Carl Friedrich Gauß und Eberhard August Wilhelm von Zimmermann"	"LIEFER"	""	""	"001"	"1"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.05.1987"
"9783847002468"	"1028764"	"P1029743"	"Literaturkritik heute "	"LIEFER"	""	""	""	"1"	"U2130"	"GEIST"	"UNIPRESS6E"	"U230"	"E-BOOK"	"20.05.2015"
""	"1035924"	"P1037004"	"Kontext 2015 Jg. 46 Heft 03"	"LIEFER"	""	""	""	"1"	"8400"	"PSYCH/MED"	"VR"	"170"	"ZEITSCHR"	"01.01.1753"
"9783847002390"	"1028717"	"P1029696"	"Geschichtslehrerausbildung auf dem Prüfstand"	"LIEFER"	""	""	"3081"	"1"	"U3110"	"GESCH"	"UNIPRESS6E"	"U230"	"E-BOOK"	"16.07.2014"
"9783737003728"	"1036577"	"P1037675"	"NS-Militärjustiz im Zweiten Weltkrieg"	"LIEFER"	""	""	"3034"	"1"	"U3110"	"GESCHICHTE"	"UNIPRESSP"	"U230"	"E-BOOK"	"19.11.2014"
"9783666624162"	"1034633"	"P1035621"	"»Das Wort sie sollen lassen stahn ...«"	"LIEFER"	""	""	"023"	"1"	"5700"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"06.10.2011"
"9783666462214"	"1038060"	"P1039478"	"Träume und Tagträume"	"LIEFER"	""	""	""	"3"	"4070"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"09.11.2004"
"9783666623516"	"1034600"	"P1035588"	"Erbauung als Aufgabe der Seelsorge bei Philipp Jak"	"LIEFER"	""	""	"023"	"1"	"6700"	"PRAKT.THEO"	"VRP"	"231"	"E-BOOK"	"12.12.1996"
"9783847103738"	"1036578"	"P1037676"	"Wenn ein Kind nicht lebensfähig ist"	"LIEFER"	""	""	"3004"	"1"	"U4500"	"PSYCH/MED"	"UNIPRESS6"	"U211"	"BUCH"	"16.09.2015"
"9783666623523"	"1034601"	"P1035589"	"Seelsorge im Übergang zur »modernen Welt«"	"LIEFER"	""	""	"023"	"1"	"6700"	"PRAKT.THEO"	"VRP"	"231"	"E-BOOK"	"12.06.1998"
"9783666462078"	"1038061"	"P1039479"	"Kreativität und Determination"	"LIEFER"	""	""	""	"1"	"4070"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"08.06.2004"
"9783666252099"	"1033236"	"P1034224"	"Exercitationes Sophocleae"	"LIEFER"	""	""	"274"	"1"	"2500"	"GEIST"	"VRP"	"231"	"E-BOOK"	"12.03.1996"
"9783666450136"	"1038064"	"P1039482"	"Instanzen im Schatten"	"LIEFER"	""	""	"052"	"1"	"4070"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"12.09.2006"
"9783666359576"	"1033561"	"P1034549"	"Die große Krise in Amerika"	"LIEFER"	""	""	"388"	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"12.07.1973"
"9783666450143"	"1038065"	"P1039483"	"Wozu leben wir?"	"LIEFER"	""	""	"052"	"1"	"4070"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"07.08.2007"
"9783647310244"	"1034808"	"P1035806"	"Skizzen über den Totalitarismus"	"LIEFER"	""	""	"923"	"1"	"3100"	"GESCH"	"VRE"	"231"	"E-BOOK"	"13.08.2014"
"9783666450167"	"1038066"	"P1039484"	"Macht – Lust"	"LIEFER"	""	""	"052"	"1"	"4070"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"19.08.2009"
"9783737001847"	"1034948"	"P1035951"	"Menschenrechte und Strafrecht"	"LIEFER"	""	""	"3082"	"1"	"U1800"	"WIRTSCHAFT"	"UNIPRESSP"	"U230"	"E-BOOK"	"02.10.2013"
"9783647550800"	"1038067"	"P1039486"	"Die Präsenz Christi im Amt"	"LIEFER"	""	""	"416"	"1"	"5500"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"19.08.2015"
"9783666359255"	"1033554"	"P1034542"	"Vom Aufbruch zum Umbruch"	"LIEFER"	""	""	"388"	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"12.10.2000"
"9783737097956"	"1038068"	"P1039487"	"Logik der Prosa"	"LIEFER"	""	""	""	"1"	"U2130"	"GEIST"	"UNIPRESSP"	"U230"	"E-BOOK"	"21.11.2012"
"9783666623233"	"1034594"	"P1035582"	"Gleichniserzählungen Jesu als Texte evangelischer "	"LIEFER"	""	""	"023"	"1"	"6700"	"PRAKT.THEO"	"VRP"	"231"	"E-BOOK"	"12.06.1990"
"9783525822555"	"105384"	"105384"	"Papsturkunden in den Niederlanden (Belgien, Luxemb"	"LIEFER"	""	""	"004"	"1"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.12.1972"
"9783666623097"	"1034592"	"P1035580"	"Die evangelische Strafgefangenenseelsorge"	"LIEFER"	""	""	"023"	"1"	"6700"	"PRAKT.THEO"	"VRP"	"231"	"E-BOOK"	"12.07.1985"
"9783666512063"	"1035324"	"P1036337"	"Das Buch Jeremia"	"LIEFER"	""	""	"012"	"1"	"5100"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"14.08.2013"
"9783525516287"	"102839"	"102839"	"Der erste Korintherbrief"	"LIEFER"	""	""	"389"	"9"	"5100"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.06.1977"
"9783666550805"	"1038069"	"P1039488"	"Die Präsenz Christi im Amt"	"LIEFER"	""	""	"416"	"1"	"5500"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"19.08.2015"
"9783666623189"	"1034593"	"P1035581"	"Seelsorge zwischen Amt und Beruf"	"LIEFER"	""	""	"023"	"1"	"6700"	"PRAKT.THEO"	"VRP"	"231"	"E-BOOK"	"12.10.1988"
"9783847003731"	"1036580"	"P1037678"	"Wenn ein Kind nicht lebensfähig ist"	"LIEFER"	""	""	"3004"	"1"	"U4500"	"PSYCH/MED"	"UNIPRESS6E"	"U230"	"E-BOOK"	"16.09.2015"
"9783666621666"	"1034588"	"P1035576"	"Seelsorge im Strafvollzug"	"LIEFER"	""	""	"023"	"1"	"6700"	"PRAKT.THEO"	"VRP"	"231"	"E-BOOK"	"12.10.1978"
"9783737003735"	"1036581"	"P1037679"	"Wenn ein Kind nicht lebensfähig ist"	"LIEFER"	""	""	"3004"	"1"	"U4500"	"PSYCH/MED"	"UNIPRESSP"	"U230"	"E-BOOK"	"16.09.2015"
"9783525516188"	"102832"	"102832"	"Der erste Petrusbrief"	"LIEFER"	""	""	"389"	"8"	"5100"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.12.1977"
"9783666569081"	"1038071"	"P1039490"	"God’s Twofold Love"	"LIEFER"	""	""	"680"	"1"	"5600"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"27.10.2010"
"9783666565137"	"1034497"	"P1035485"	"Der moderne römisch-katholische Traditionsbegriff"	"LIEFER"	""	""	"386"	"1"	"6910"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"12.07.1967"
"9783737097949"	"1038072"	"P1039491"	"Über die Wirkungsmacht der Rede"	"LIEFER"	""	""	""	"1"	"U2130"	"GEIST"	"UNIPRESSP"	"U230"	"E-BOOK"	"06.10.2011"
"9783666604492"	"1034587"	"P1035575"	"Secular and Sacred?"	"LIEFER"	""	""	"681"	"1"	"5400"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"11.12.2013"
"9783525821183"	"105380"	"105380"	"Aktuelle Morphodynamik und Morphogenese in den semiariden Randtropen und Subtropen"	"LIEFER"	""	""	"001"	"1"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.10.1988"
"9783666604461"	"1034584"	"P1035572"	"Making Sadza With Deaf Zimbabwean Women"	"LIEFER"	""	""	"681"	"1"	"5400"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"12.09.2012"
"9783525460122"	"113612"	"113612"	"Frühkindliche Interaktion und Psychoanalyse"	"LIEFER"	""	""	"650"	"1"	"4080"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.11.1999"
"9783666604478"	"1034585"	"P1035573"	"Transfiguring Transcendence in Harry Potter, His D"	"LIEFER"	""	""	"681"	"1"	"5400"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"23.10.2013"
"9783737097932"	"1038073"	"P1039492"	"Vergessen, was Eltern sind"	"LIEFER"	""	""	"3071"	"1"	"U2130"	"GEIST"	"UNIPRESSP"	"U230"	"E-BOOK"	"18.01.2012"
"9783666252204"	"1033246"	"P1034234"	"Das Fragmentum Bucolicum Vindobonense (P. Vindob. "	"LIEFER"	""	""	"274"	"1"	"2500"	"GEIST"	"VRP"	"231"	"E-BOOK"	"12.01.1999"
"9783737003742"	"1036582"	"P1037680"	"Rechts motivierte Mehrfach- und Intensivtäter in S"	"LIEFER"	""	""	"3034"	"1"	"U3900"	"POLI/SOZ"	"UNIPRESSP"	"U230"	"OA"	"10.12.2014"
"9783525516348"	"102840"	"102840"	"Die Apostelgeschichte"	"LIEFER"	""	""	"389"	"16"	"5100"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.07.1977"
"9783525614204"	"113620"	"P1010768"	"Theologische Schlüsselbegriffe"	"LIEFER"	""	""	"912"	"4"	"7020"	"UNTERRICHT"	"VR"	"100"	"BUCH"	"05.12.2012"
"9783666402357"	"1028353"	"P1029332"	"Denken kann trösten"	"LIEFER"	""	""	"178"	"1"	"4090"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"17.09.2014"
"9783525624326"	"1035552"	"P1036579"	"»Was soll man da in Gottes Namen sagen?«"	"LIEFER"	""	""	"023"	"1"	"5700"	"WISS.THEO"	"VR"	"210"	"BUCH"	"20.05.2015"
"9783666604485"	"1034586"	"P1035574"	"Second Skin"	"LIEFER"	""	""	"681"	"1"	"5600"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"13.03.2013"
"9783737097925"	"1038075"	"P1039495"	"Walter Moers’ Zamonien-Romane"	"LIEFER"	""	""	""	"1"	"U2130"	"GEIST"	"UNIPRESSP"	"U230"	"E-BOOK"	"19.01.2011"
"9783525534106"	"103111"	"P1006815"	"Septuaginta. Band 3,2"	"LIEFER"	""	""	"643"	"2"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"19.05.2010"
"9783737097918"	"1038076"	"P1039500"	"Unreliable Narration im dramatischen Monolog des V"	"LIEFER"	""	""	"3073"	"1"	"U2110"	"GEIST"	"UNIPRESSP"	"U230"	"E-BOOK"	"06.10.2011"
"9783666359637"	"1033566"	"P1034554"	"Bevölkerung in der industriellen Revolution"	"LIEFER"	""	""	"388"	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"12.10.1974"
""	"113627"	"113627"	"Bibliographie der Wirtschaftswissenschaften"	"LIEFER"	""	""	""	"1"	"8500"	""	"VR"	"170"	"BUCH"	"12.12.1999"
"9783666251627"	"1033190"	"P1034178"	"Eidos Poikilon"	"LIEFER"	""	""	"274"	"1"	"2500"	"GEIST"	"VRP"	"231"	"E-BOOK"	"12.05.1981"
"9783525503256"	"111238"	"111238"	"Liederkunde zum Evangelischen Gesangbuch. Heft 4"	"LIEFER"	""	""	"278"	"1"	"5000"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.01.2002"
"9783525516591"	"102850"	"102850"	"Religionsgeschichtliches Textbuch zum Alten Testament"	"LIEFER"	""	""	"263"	"2"	"5100"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.07.1985"
"9783525503218"	"111236"	"111236"	"Liederkunde zum Evangelischen Gesangbuch. Heft 2"	"LIEFER"	""	""	"278"	"1"	"5000"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.12.2000"
"9783666305153"	"1033385"	"P1034373"	"Willensfreiheit bei Aristoteles?"	"LIEFER"	""	""	"520"	"1"	"2300"	"GEIST"	"VRP"	"231"	"E-BOOK"	"12.01.2000"
"9783737097901"	"1038077"	"P1039504"	"Zwischen höllischem Feuer und doppeltem Segen"	"LIEFER"	""	""	""	"1"	"U2130"	"GEIST"	"UNIPRESSP"	"U230"	"E-BOOK"	"20.07.2011"
"9783847002154"	"1028653"	"P1029632"	"Göttliche Gewalt im Buch Jesaja"	"LIEFER"	""	""	"3062"	"1"	"U5000"	"WISS.THEO"	"UNIPRESS6E"	"U230"	"E-BOOK"	"18.06.2014"
"9783525261309"	"110083"	"110083"	"Sanskrit-Wörterbuch der buddhistischen Texte aus den Turfan-Funden. Lieferung 8"	"LIEFER"	""	""	"641"	"1"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.04.1994"
"9783666451638"	"1033722"	"P1034710"	"Depression – zwischen Lebensgefühl und Krankheit"	"LIEFER"	""	""	"781"	"1"	"4070"	"PSYCH/MED"	"VRP"	"231"	"E-BOOK"	"12.04.2005"
"9783525503249"	"111237"	"111237"	"Liederkunde zum Evangelischen Gesangbuch. Heft 3"	"LIEFER"	""	""	"278"	"1"	"5000"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.08.2001"
"9783525534427"	"103128"	"103128"	"Septuaginta. Band 8,5"	"LIEFER"	""	""	"643"	"1"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.12.1983"
"9783666550393"	"1038079"	"P1039506"	"Luthergedächtnis 1817 bis 2017"	"LIEFER"	""	""	"416"	"1"	"5500"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"24.10.2012"
"9783647995182"	"1035024"	"P1036028"	"System und Körper"	"LIEFER"	""	""	""	"1"	"4050"	"PSYCH/MED"	"VRE"	"231"	"EPUB"	"19.02.2014"
"9783525823316"	"105405"	"105405"	"Hypsikles"	"LIEFER"	""	""	"004"	"1"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.09.1966"
"9783666359552"	"1033560"	"P1034548"	"Naturzustand und Naturgeschichte der bürgerlichen "	"LIEFER"	""	""	"388"	"2"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"12.10.1981"
"9783666536366"	"1037048"	"P1038188"	"Hebrew Bible / Old Testament. I: From the Beginnin"	"LIEFER"	""	""	"280"	"1"	"5300"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"12.07.1996"
"9783666359965"	"1033596"	"P1034584"	"Kapitalismus, Klassenstruktur und Probleme der Dem"	"LIEFER"	""	""	"388"	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"12.11.1979"
"9783847103745"	"1036590"	"P1037686"	"Rechts motivierte Mehrfach- und Intensivtäter in S"	"LIEFER"	""	""	"3034"	"1"	"U3900"	"POLI/SOZ"	"UNIPRESS6"	"U211"	"BUCH"	"10.12.2014"
"9783666359699"	"1033572"	"P1034560"	"Gesellschaft, Kultur, Theorie"	"LIEFER"	""	""	"388"	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"12.02.1976"
"9783666701603"	"1037120"	"P1038262"	"Lernfeld: Persönlichkeit"	"LIEFER"	""	""	""	"1"	"7010"	"UNTERRICHT"	"VRP"	"231"	"E-BOOK"	"17.09.2014"
"9783666359682"	"1033571"	"P1034559"	"Der Hansa-Bund für Gewerbe, Handel und Industrie 1"	"LIEFER"	""	""	"388"	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"12.02.1976"
"9783525823583"	"105426"	"105426"	"Studien zu den Augustus-Porträts"	"LIEFER"	""	""	"004"	"2"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.08.1978"
"9783666359644"	"1033567"	"P1034555"	"Traditionale Gesellschaft und revolutionäres Recht"	"LIEFER"	""	""	"388"	"3"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"12.09.1983"
"9783666564161"	"1036936"	"P1038067"	"Anwesenheit und Anerkennung"	"LIEFER"	""	""	"147"	"1"	"5600"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"11.03.2015"
"9783666359835"	"1033585"	"P1034573"	"Arbeiterschaft und Industrielle Revolution in Mail"	"LIEFER"	""	""	""	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"12.09.1978"
"9783847103141"	"1035553"	"P1036580"	"Nachhall "	"LIEFER"	""	""	""	"1"	"U2130"	"GEISTGESEL"	"UNIPRESS6"	"U211"	"BUCH"	"13.08.2014"
"9783666359750"	"1033577"	"P1034565"	"Zur Sozialgeschichte deutscher Mittel- und Untersc"	"LIEFER"	""	""	"388"	"2"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"12.05.1978"
"9783666521041"	"1037103"	"P1038246"	"Die Bekenntnisschriften der Evangelisch-Lutherisch"	"LIEFER"	""	""	"600638"	"1"	"5500"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"10.12.2014"
"9783666252068"	"1033233"	"P1034221"	"Horazische Denkfiguren"	"LIEFER"	""	""	"274"	"1"	"2500"	"GEIST"	"VRP"	"231"	"E-BOOK"	"12.04.1995"
"9783525823576"	"105425"	"105425"	"Vor- und Frühformen der europäischen Stadt im Mitt"	"LIEFER"	""	""	"004"	"2"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.01.1976"
"9783525534151"	"103114"	"103114"	"Septuaginta. Band 11,4"	"LIEFER"	""	""	"643"	"1"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.09.1982"
"9783847104469"	"1038087"	"P1039523"	"Subjekt und Welt"	"LIEFER"	""	""	"3072"	"1"	"U2300"	"PHILOSOPH"	"UNIPRESS6"	"U211"	"BUCH"	"16.09.2015"
"9783737001687"	"1035100"	"P1036104"	"Escaping poverty"	"LIEFER"	""	""	""	"1"	"U3110"	"GESCH"	"UNIPRESSP"	""	"E-BOOK"	"23.10.2013"
"9783737002578"	"1038088"	"P1039524"	"Gewaltgenuss, Zorn und Gelächter"	"LIEFER"	""	""	""	"1"	"U6000"	"INTERDISZI"	"UNIPRESSP"	"U230"	"E-BOOK"	"17.06.2015"
"9783666252044"	"1033231"	"P1034219"	"Studien zum dritten Buch der aristotelischen Schri"	"LIEFER"	""	""	"274"	"1"	"2500"	"GEIST"	"VRP"	"231"	"E-BOOK"	"12.07.1994"
"9783525255186"	"111252"	"111252"	"Lexikon des frühgriechischen Epos Lfg. 16"	"LIEFER"	""	""	"501"	"1"	"2500"	"GEIST"	"VR"	"210"	"BUCH"	"12.03.1997"
"9783666623936"	"1034618"	"P1035606"	"Einführung in die liturgische Theologie"	"LIEFER"	""	""	"023"	"1"	"6100"	"PRAKT.THEO"	"VRP"	"231"	"E-BOOK"	"11.07.2006"
""	"113660"	"113660"	"Pastoraltheologie"	"LIEFER"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1999"
"9783666362989"	"1033602"	"P1034590"	"Die Sowjetunion und die deutsche Frage"	"LIEFER"	""	""	""	"1"	"3000"	"GESCH"	"VRP"	"231"	"E-BOOK"	"13.03.2007"
"9783525823231"	"105401"	"105401"	"Drei niedersächsische Bildhandschriften des 13. Ja"	"LIEFER"	""	""	"004"	"1"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.02.1964"
"9783666623677"	"1034610"	"P1035598"	"Interkulturelle Seelsorge"	"LIEFER"	""	""	"023"	"1"	"6700"	"PRAKT.THEO"	"VRP"	"231"	"E-BOOK"	"12.05.2001"
"9783847103158"	"1035554"	"P1036581"	"Religionskontroversen in der Friedensstadt"	"LIEFER"	""	""	"3037"	"1"	"U5000"	"TRJA"	"UNIPRESS6"	"U211"	"BUCH"	"17.09.2014"
"9783666623660"	"1034609"	"P1035597"	"Die Kirche des Wortes"	"LIEFER"	""	""	"023"	"1"	"6700"	"PRAKT.THEO"	"VRP"	"231"	"E-BOOK"	"12.04.2001"
"9783666701443"	"1037110"	"P1038252"	"Instandsetzungspädagogik"	"LIEFER"	""	""	""	"1"	"7010"	"UNTERRICHT"	"VRP"	"231"	"E-BOOK"	"15.08.2012"
"9783666300653"	"1034931"	"P1035928"	"Vernunft und Imperium"	"LIEFER"	""	""	""	"1"	"3000"	"GESCH"	"VRP"	"231"	"E-BOOK"	"22.10.2014"
"9783847004400"	"1038091"	"P1039541"	"Zwischen den Knien der Autorität"	"LIEFER"	""	""	"3074"	"1"	"U2130"	"GERMANIST"	"UNIPRESS6E"	"U230"	"E-BOOK"	"19.08.2015"
"9783525534243"	"103118"	"P1008127"	"Septuaginta. Band 14"	"LIEFER"	""	""	"643"	"3"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"16.05.2011"
"9783737004404"	"1038092"	"P1039542"	"Zwischen den Knien der Autorität"	"LIEFER"	""	""	"3074"	"1"	"U2130"	"GERMANIST"	"UNIPRESSP"	"U230"	"E-BOOK"	"19.08.2015"
"9783737001076"	"1035061"	"P1036065"	"Im Beruf Leben finden"	"LIEFER"	""	""	"3039"	"1"	"U5000"	"WISS.THEO"	"UNIPRESSP"	""	"E-BOOK"	"17.07.2013"
"9783525515006"	"113669"	"113669"	"Das Lukasevangelium"	"LIEFER"	""	""	"389"	"1"	"5100"	"WISS.THEO"	"VR"	"100"	"BUCH"	"06.12.2005"
"9783666252051"	"1033232"	"P1034220"	"Untersuchungen zum Wortfeld »Verlangen/Begehren« i"	"LIEFER"	""	""	"274"	"1"	"2500"	"GEIST"	"VRP"	"231"	"E-BOOK"	"12.01.1995"
""	"113670"	"113670"	"Pastoraltheologie mit GPM 1999 Jg.88 cplt."	"LIEFER"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"ZEITSCHR"	"12.12.1999"
"9783525534335"	"103122"	"103122"	"Septuaginta. Band 9,3"	"LIEFER"	""	""	"643"	"2"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.01.1981"
"9783847103752"	"1036595"	"P1037692"	"Religion und Literatur im 20. und 21. Jahrhundert"	"LIEFER"	""	""	""	"1"	"U6000"	"INTERDISZI"	"UNIPRESS6"	"U211"	"BUCH"	"16.09.2015"
"9783525534175"	"103115"	"103115"	"Septuaginta. Band 12,1"	"LIEFER"	""	""	"643"	"2"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.01.1981"
"9783847004417"	"1038093"	"P1039543"	"The Human and the Humane"	"LIEFER"	""	""	"3097"	"1"	"U6000"	"INTERDISZI"	"UNIPRESS6E"	"U230"	"E-BOOK"	"15.07.2015"
"9783525534359"	"103124"	"P1038506"	"Septuaginta. Band 16,1"	"LIEFER"	""	""	"643"	"4"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"11.03.2015"
"9783737004411"	"1038094"	"P1039544"	"The Human and the Humane"	"LIEFER"	""	""	"3097"	"1"	"U6000"	"INTERDISZI"	"UNIPRESSP"	"U230"	"E-BOOK"	"15.07.2015"
"9783525534199"	"103116"	"103116"	"Septuaginta. Band 12,2"	"LIEFER"	""	""	"643"	"2"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.01.1981"
"9783525404683"	"1038096"	"P1039557"	"Lehrbuch der MarteMeo-Methode"	"LIEFER"	""	""	""	"4"	"4050"	"PSYCH/MED"	"VR"	"100"	"BUCHMITADD"	"16.09.2015"
"9783666623943"	"1034619"	"P1035607"	"Durch den Spiegel der Anderen"	"LIEFER"	""	""	"023"	"1"	"5700"	"PRAKT.THEO"	"VRP"	"231"	"E-BOOK"	"21.01.2009"
""	"113675"	"113675"	"Praxis der Kinderpsychologie 1999 Jg.48 Heft 01"	"LIEFER"	""	""	""	"1"	"8400"	"PSYCH/MED"	"VR"	"170"	"ZEITSCHR"	"12.01.1999"
"9783666624087"	"1034625"	"P1035613"	"Die Zeit ins Gebet nehmen"	"LIEFER"	""	""	"023"	"1"	"5700"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"18.03.2009"
""	"111259"	"111259"	"PM 1994-95 Bd.02"	"LIEFER"	""	""	""	"1"	"9800"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.05.1995"
"9783666251863"	"1033213"	"P1034201"	"Political Comedy in Aristophanes"	"LIEFER"	""	""	"274"	"1"	"2500"	"GEIST"	"VRP"	"231"	"E-BOOK"	"12.11.1987"
"9783847103165"	"1035556"	"P1036583"	"Power and Violence in Medieval and Early Modern Th"	"LIEFER"	""	""	""	"1"	"U2130"	"GEISTGESEL"	"UNIPRESS6"	"U211"	"BUCH"	"17.09.2014"
"9783525535868"	"103190"	"103190"	"Biblische Theologie des Neuen Testaments. Band 1"	"LIEFER"	""	""	"276"	"1"	"5300"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.11.1990"
"9783847003755"	"1036597"	"P1037694"	"Religion und Literatur im 20. und 21. Jahrhundert"	"LIEFER"	""	""	""	"1"	"U6000"	"INTERDISZI"	"UNIPRESS6E"	"U230"	"E-BOOK"	"16.09.2015"
"9783525523520"	"102940"	"102940"	"Grundzüge der russischen Kirchengeschichte"	"LIEFER"	""	""	""	"1"	"5500"	"GESCH"	"VR"	"210"	"BUCH"	"12.08.1967"
"9783737000307"	"1038103"	"P1039572"	"Istanbul-Protokoll"	"LIEFER"	""	""	"3068"	"2"	"U4500"	"PSYCH/MED"	"UNIPRESSP"	"U230"	"OA"	"04.10.2012"
"9783525533918"	"103107"	"P1003065"	"Septuaginta. Band 1"	"LIEFER"	""	""	"643"	"1"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.05.2009"
"9783847104476"	"1038105"	"P1039574"	"Historische Sprachwissenschaft als philologische K"	"LIEFER"	""	""	""	"1"	"U2120"	"GEIST"	"UNIPRESS6"	"U211"	"BUCH"	"15.07.2015"
"9783666623974"	"1034621"	"P1035609"	"Medienerfahrung und Religion"	"LIEFER"	""	""	"023"	"1"	"5700"	"PRAKT.THEO"	"VRP"	"231"	"E-BOOK"	"08.05.2007"
"9783737003759"	"1036598"	"P1037695"	"Religion und Literatur im 20. und 21. Jahrhundert"	"LIEFER"	""	""	""	"1"	"U6000"	"INTERDISZI"	"UNIPRESSP"	"U230"	"E-BOOK"	"16.09.2015"
